objectId,date,distance,velocity,diameter,impactProbability,hazardScale,impactDamage,name
(2014 QF33)1985-08-10T17:03:00.000Z,1985-08-10T17:03:00.000Z,66.5,18.4,79,1.40E-07,-6.1,1,(2014 QF33)
(2014 QF33)1968-12-06T21:13:00.000Z,1968-12-06T21:13:00.000Z,34.6,21.3,79,1.40E-07,-6.1,1,(2014 QF33)
(2014 QF33)1963-11-27T22:51:00.000Z,1963-11-27T22:51:00.000Z,74.28,28.8,79,1.40E-07,-6.1,1,(2014 QF33)
(2014 QF33)1961-08-21T17:54:00.000Z,1961-08-21T17:54:00.000Z,54.19,27.5,79,1.40E-07,-6.1,1,(2014 QF33)
(2014 QF33)1956-08-12T07:35:00.000Z,1956-08-12T07:35:00.000Z,38.65,20.4,79,1.40E-07,-6.1,1,(2014 QF33)
(2014 QF33)1939-12-09T15:41:00.000Z,1939-12-09T15:41:00.000Z,57.57,19.3,79,1.40E-07,-6.1,1,(2014 QF33)
(2014 QF33)1934-11-30T11:20:00.000Z,1934-11-30T11:20:00.000Z,49.59,26.6,79,1.40E-07,-6.1,1,(2014 QF33)
(2014 QF33)1927-08-15T06:08:00.000Z,1927-08-15T06:08:00.000Z,12,22.4,79,1.40E-07,-6.1,1,(2014 QF33)
(2014 QF33)1910-12-10T01:41:00.000Z,1910-12-10T01:41:00.000Z,68.39,18.4,79,1.40E-07,-6.1,1,(2014 QF33)
(2014 QF33)1905-11-30T09:40:00.000Z,1905-11-30T09:40:00.000Z,47.05,26.3,79,1.40E-07,-6.1,1,(2014 QF33)
(2014 XM7)2063-12-20T17:26:00.000Z,2063-12-20T17:26:00.000Z,19.88,12.6,115,3.80E-08,-6.7,1,(2014 XM7)
