objectId,date,distance,velocity,diameter,impactProbability,hazardScale,impactDamage,name
(2002 TY59)2033-03-11T06:59:00.000Z,2033-03-11T06:59:00.000Z,33.74,10.5,34,0.000017,-5.5,0,(2002 TY59)
(2002 TY59)2003-10-09T03:38:00.000Z,2003-10-09T03:38:00.000Z,70.9,13.4,34,0.000017,-5.5,0,(2002 TY59)
(2002 TY59)2002-10-01T23:53:00.000Z,2002-10-01T23:53:00.000Z,1.99,8.4,34,0.000017,-5.5,0,(2002 TY59)
(2002 TY59)2001-09-30T08:38:00.000Z,2001-09-30T08:38:00.000Z,40.37,5.6,34,0.000017,-5.5,0,(2002 TY59)
(2002 TY59)2000-10-26T17:24:00.000Z,2000-10-26T17:24:00.000Z,77.41,5.6,34,0.000017,-5.5,0,(2002 TY59)
(2002 TY59)1995-04-13T23:27:00.000Z,1995-04-13T23:27:00.000Z,65.48,5.8,34,0.000017,-5.5,0,(2002 TY59)
(2002 TY59)1994-03-16T19:13:00.000Z,1994-03-16T19:13:00.000Z,27.29,6.7,34,0.000017,-5.5,0,(2002 TY59)
(2002 TY59)1993-03-09T18:12:00.000Z,1993-03-09T18:12:00.000Z,24.82,9.7,34,0.000017,-5.5,0,(2002 TY59)
(2002 TY59)1992-03-04T00:57:00.000Z,1992-03-04T00:57:00.000Z,66.53,13,34,0.000017,-5.5,0,(2002 TY59)
(2002 TY59)1948-10-07T20:39:00.000Z,1948-10-07T20:39:00.000Z,70.26,13.4,34,0.000017,-5.5,0,(2002 TY59)
(2002 TY59)1947-10-04T07:11:00.000Z,1947-10-04T07:11:00.000Z,26.97,10.2,34,0.000017,-5.5,0,(2002 TY59)
(2002 TY59)1946-09-30T15:45:00.000Z,1946-09-30T15:45:00.000Z,14.21,7.3,34,0.000017,-5.5,0,(2002 TY59)
(2002 TY59)1945-10-08T23:32:00.000Z,1945-10-08T23:32:00.000Z,58.27,5.1,34,0.000017,-5.5,0,(2002 TY59)
(2002 TY59)1938-03-11T12:31:00.000Z,1938-03-11T12:31:00.000Z,17.39,8.9,34,0.000017,-5.5,0,(2002 TY59)
(2002 UV36)2002-11-01T01:59:00.000Z,2002-11-01T01:59:00.000Z,6.26,8.1,21.5,0.000007,-6.2,0,(2002 UV36)
(2002 XV90)2002-12-11T07:24:00.000Z,2002-12-11T07:24:00.000Z,0.31,8,34,4.80E-07,-7.1,0,(2002 XV90)
(2003 DW10)2165-03-03T12:11:00.000Z,2165-03-03T12:11:00.000Z,1.63,8.1,26,8.70E-08,-7.7,0,(2003 DW10)
(2003 DW10)2050-02-16T09:22:00.000Z,2050-02-16T09:22:00.000Z,54.21,12.1,26,8.70E-08,-7.7,0,(2003 DW10)
(2003 DW10)2036-05-30T14:03:00.000Z,2036-05-30T14:03:00.000Z,15.6,7.5,26,8.70E-08,-7.7,0,(2003 DW10)
(2003 DW10)2003-03-03T05:13:00.000Z,2003-03-03T05:13:00.000Z,1.41,7.8,26,8.70E-08,-7.7,0,(2003 DW10)
(2003 DW10)1986-03-07T19:41:00.000Z,1986-03-07T19:41:00.000Z,10.41,7.1,26,8.70E-08,-7.7,0,(2003 DW10)
(2003 UM3)2003-10-11T23:25:00.000Z,2003-10-11T23:25:00.000Z,0.72,12.8,10.2,4.50E-07,-8.6,0,(2003 UM3)
(2003 WT153)2008-09-07T15:03:00.000Z,2008-09-07T15:03:00.000Z,6.03,4.9,10.85,0.000027,-7,0,(2003 WT153)
(2003 WT153)2003-11-30T18:05:00.000Z,2003-11-30T18:05:00.000Z,1.77,4.4,10.85,0.000027,-7,0,(2003 WT153)
(2003 WT153)2003-07-17T12:01:00.000Z,2003-07-17T12:01:00.000Z,76.13,3.7,10.85,0.000027,-7,0,(2003 WT153)
(2003 WT153)1998-09-13T22:14:00.000Z,1998-09-13T22:14:00.000Z,56.23,9,10.85,0.000027,-7,0,(2003 WT153)
(2003 WT153)1989-10-25T02:11:00.000Z,1989-10-25T02:11:00.000Z,15.76,3.5,10.85,0.000027,-7,0,(2003 WT153)
(2003 WT153)1980-09-29T14:29:00.000Z,1980-09-29T14:29:00.000Z,9.06,3.6,10.85,0.000027,-7,0,(2003 WT153)
(2003 WT153)1935-10-07T15:15:00.000Z,1935-10-07T15:15:00.000Z,11.11,3.5,10.85,0.000027,-7,0,(2003 WT153)
(2003 YS70)2022-12-12T21:53:00.000Z,2022-12-12T21:53:00.000Z,10.66,4.1,6.5,0.000017,-7.3,0,(2003 YS70)
(2003 YS70)2003-12-26T23:28:00.000Z,2003-12-26T23:28:00.000Z,1.65,3.5,6.5,0.000017,-7.3,0,(2003 YS70)
(2003 YS70)2001-02-05T10:31:00.000Z,2001-02-05T10:31:00.000Z,22.15,5.2,6.5,0.000017,-7.3,0,(2003 YS70)
(2003 YS70)1951-11-26T10:36:00.000Z,1951-11-26T10:36:00.000Z,43.59,7,6.5,0.000017,-7.3,0,(2003 YS70)
(2003 YS70)1949-01-01T01:53:00.000Z,1949-01-01T01:53:00.000Z,0.68,3.6,6.5,0.000017,-7.3,0,(2003 YS70)
(2004 BN41)2004-01-18T03:26:00.000Z,2004-01-18T03:26:00.000Z,3.86,6.6,26,0.0000025,-6.6,0,(2004 BN41)
(2004 DA53)2147-02-25T04:19:00.000Z,2147-02-25T04:19:00.000Z,1.04,9.4,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)2142-02-24T22:44:00.000Z,2142-02-24T22:44:00.000Z,17.39,10.7,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)2137-02-26T10:39:00.000Z,2137-02-26T10:39:00.000Z,48.61,13.2,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)2133-06-03T22:22:00.000Z,2133-06-03T22:22:00.000Z,68.44,13.8,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)2128-06-04T18:29:00.000Z,2128-06-04T18:29:00.000Z,57.2,12.8,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)2123-06-05T17:59:00.000Z,2123-06-05T17:59:00.000Z,54.08,12.4,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)2118-06-05T13:25:00.000Z,2118-06-05T13:25:00.000Z,53.99,12.4,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)2113-06-04T23:11:00.000Z,2113-06-04T23:11:00.000Z,57.04,12.8,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)2108-06-04T08:48:00.000Z,2108-06-04T08:48:00.000Z,59.87,13,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)2103-06-05T17:50:00.000Z,2103-06-05T17:50:00.000Z,53.09,12.3,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)2098-06-05T14:15:00.000Z,2098-06-05T14:15:00.000Z,41.16,10.9,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)2093-06-05T19:56:00.000Z,2093-06-05T19:56:00.000Z,34.8,9.4,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)2088-06-04T02:48:00.000Z,2088-06-04T02:48:00.000Z,39.3,7.8,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)2063-04-05T01:29:00.000Z,2063-04-05T01:29:00.000Z,70.73,7.4,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)2058-03-14T04:08:00.000Z,2058-03-14T04:08:00.000Z,52.64,7,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)2053-02-24T03:23:00.000Z,2053-02-24T03:23:00.000Z,8.08,8.8,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)2048-02-24T21:07:00.000Z,2048-02-24T21:07:00.000Z,25.31,11.3,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)2043-02-28T03:23:00.000Z,2043-02-28T03:23:00.000Z,73.09,15,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)2039-06-05T17:20:00.000Z,2039-06-05T17:20:00.000Z,42.59,11,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)2034-06-04T13:20:00.000Z,2034-06-04T13:20:00.000Z,39.46,7.8,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)2029-05-12T12:37:00.000Z,2029-05-12T12:37:00.000Z,63.68,6.9,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)2024-04-17T22:00:00.000Z,2024-04-17T22:00:00.000Z,72.86,7.3,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)2019-03-31T06:40:00.000Z,2019-03-31T06:40:00.000Z,67.56,7.3,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)2014-03-11T05:43:00.000Z,2014-03-11T05:43:00.000Z,49.27,7,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)2009-02-25T13:12:00.000Z,2009-02-25T13:12:00.000Z,19.64,8,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)2004-02-24T06:11:00.000Z,2004-02-24T06:11:00.000Z,1.27,9.4,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)1999-03-10T21:50:00.000Z,1999-03-10T21:50:00.000Z,49.35,7,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 DA53)1973-02-24T03:18:00.000Z,1973-02-24T03:18:00.000Z,11.69,8.5,10.85,0.000009,-6.9,0,(2004 DA53)
(2004 FH)2047-03-22T13:52:00.000Z,2047-03-22T13:52:00.000Z,48.73,11,31,0.0000054,-6.6,0,(2004 FH)
(2004 FH)2044-03-17T15:09:00.000Z,2044-03-17T15:09:00.000Z,4.67,6.6,31,0.0000054,-6.6,0,(2004 FH)
(2004 FH)2041-01-21T12:46:00.000Z,2041-01-21T12:46:00.000Z,16.02,5.9,31,0.0000054,-6.6,0,(2004 FH)
(2004 FH)2038-01-10T16:15:00.000Z,2038-01-10T16:15:00.000Z,57.12,11.7,31,0.0000054,-6.6,0,(2004 FH)
(2004 FH)2024-03-22T13:15:00.000Z,2024-03-22T13:15:00.000Z,36.2,10,31,0.0000054,-6.6,0,(2004 FH)
(2004 FH)2021-02-24T04:40:00.000Z,2021-02-24T04:40:00.000Z,24.61,5.7,31,0.0000054,-6.6,0,(2004 FH)
(2004 FH)2018-01-10T12:45:00.000Z,2018-01-10T12:45:00.000Z,19.97,8.5,31,0.0000054,-6.6,0,(2004 FH)
(2004 FH)2004-03-18T21:09:00.000Z,2004-03-18T21:09:00.000Z,0.13,8,31,0.0000054,-6.6,0,(2004 FH)
(2004 FH)1995-02-17T23:58:00.000Z,1995-02-17T23:58:00.000Z,18.15,6,31,0.0000054,-6.6,0,(2004 FH)
(2004 FH)1986-01-28T14:44:00.000Z,1986-01-28T14:44:00.000Z,23.5,8,31,0.0000054,-6.6,0,(2004 FH)
(2004 FH)1984-03-23T20:39:00.000Z,1984-03-23T20:39:00.000Z,64.72,12.4,31,0.0000054,-6.6,0,(2004 FH)
(2004 FH)1977-01-27T00:26:00.000Z,1977-01-27T00:26:00.000Z,63.69,11.9,31,0.0000054,-6.6,0,(2004 FH)
(2004 FH)1975-03-24T11:28:00.000Z,1975-03-24T11:28:00.000Z,19.7,8.5,31,0.0000054,-6.6,0,(2004 FH)
(2004 FH)1966-03-15T22:57:00.000Z,1966-03-15T22:57:00.000Z,6.2,6.5,31,0.0000054,-6.6,0,(2004 FH)
(2004 FH)1957-01-28T14:41:00.000Z,1957-01-28T14:41:00.000Z,23.74,8,31,0.0000054,-6.6,0,(2004 FH)
(2004 FH)1955-03-25T00:30:00.000Z,1955-03-25T00:30:00.000Z,54.5,11.5,31,0.0000054,-6.6,0,(2004 FH)
(2004 FH)1946-03-02T14:41:00.000Z,1946-03-02T14:41:00.000Z,16.33,6,31,0.0000054,-6.6,0,(2004 FH)
(2004 FH)1937-01-27T00:15:00.000Z,1937-01-27T00:15:00.000Z,53.58,11,31,0.0000054,-6.6,0,(2004 FH)
(2004 FH)1935-03-24T09:35:00.000Z,1935-03-24T09:35:00.000Z,19.23,8.5,31,0.0000054,-6.6,0,(2004 FH)
(2004 FH)1926-02-13T16:31:00.000Z,1926-02-13T16:31:00.000Z,18.11,6.1,31,0.0000054,-6.6,0,(2004 FH)
(2004 FH)1917-01-26T23:03:00.000Z,1917-01-26T23:03:00.000Z,58.6,11.5,31,0.0000054,-6.6,0,(2004 FH)
(2004 FH)1915-03-24T07:23:00.000Z,1915-03-24T07:23:00.000Z,18.02,8.4,31,0.0000054,-6.6,0,(2004 FH)
(2004 FH)1906-02-26T22:23:00.000Z,1906-02-26T22:23:00.000Z,17.86,6,31,0.0000054,-6.6,0,(2004 FH)
(2004 OD4)2004-07-16T03:10:00.000Z,2004-07-16T03:10:00.000Z,0.43,8.9,17.5,5.80E-08,-8.5,0,(2004 OD4)
(2004 PU42)2006-08-03T18:21:00.000Z,2006-08-03T18:21:00.000Z,55.04,14.3,19.5,0.000076,-5.9,0,(2004 PU42)
(2004 PU42)2004-08-15T05:32:00.000Z,2004-08-15T05:32:00.000Z,2.08,10.3,19.5,0.000076,-5.9,0,(2004 PU42)
(2004 PU42)2002-08-11T10:04:00.000Z,2002-08-11T10:04:00.000Z,17.7,11.5,19.5,0.000076,-5.9,0,(2004 PU42)
(2004 PU42)2000-08-05T11:20:00.000Z,2000-08-05T11:20:00.000Z,42.34,13.4,19.5,0.000076,-5.9,0,(2004 PU42)
(2004 PU42)1998-07-31T15:54:00.000Z,1998-07-31T15:54:00.000Z,72.02,15.6,19.5,0.000076,-5.9,0,(2004 PU42)
(2004 RU109)2078-09-20T06:45:00.000Z,2078-09-20T06:45:00.000Z,22.67,11.3,22.5,8.40E-07,-6.8,0,(2004 RU109)
(2004 RU109)2077-01-27T14:03:00.000Z,2077-01-27T14:03:00.000Z,32.26,11.3,22.5,8.40E-07,-6.8,0,(2004 RU109)
(2004 RU109)2058-02-02T15:57:00.000Z,2058-02-02T15:57:00.000Z,26.17,13.4,22.5,8.40E-07,-6.8,0,(2004 RU109)
(2004 RU109)2004-09-13T13:43:00.000Z,2004-09-13T13:43:00.000Z,0.96,12.9,22.5,8.40E-07,-6.8,0,(2004 RU109)
(2004 RU109)2003-02-12T13:33:00.000Z,2003-02-12T13:33:00.000Z,61.97,17.2,22.5,8.40E-07,-6.8,0,(2004 RU109)
(2004 VM24)2034-05-25T20:14:00.000Z,2034-05-25T20:14:00.000Z,38.71,10,31,0.000023,-5.7,0,(2004 VM24)
(2004 VM24)2021-11-25T00:13:00.000Z,2021-11-25T00:13:00.000Z,70.31,7.5,31,0.000023,-5.7,0,(2004 VM24)
(2004 VM24)2006-06-02T02:35:00.000Z,2006-06-02T02:35:00.000Z,17.96,14.1,31,0.000023,-5.7,0,(2004 VM24)
(2004 VM24)2004-11-12T11:52:00.000Z,2004-11-12T11:52:00.000Z,2.06,12.8,31,0.000023,-5.7,0,(2004 VM24)
(2004 VM24)2000-05-20T06:56:00.000Z,2000-05-20T06:56:00.000Z,68.18,7.8,31,0.000023,-5.7,0,(2004 VM24)
(2004 VM24)1998-11-06T07:47:00.000Z,1998-11-06T07:47:00.000Z,54.22,17.1,31,0.000023,-5.7,0,(2004 VM24)
(2004 XB45)2004-12-16T18:10:00.000Z,2004-12-16T18:10:00.000Z,0.85,17.1,24.5,4.10E-07,-6.4,0,(2004 XB45)
(2004 XB45)2002-12-27T21:50:00.000Z,2002-12-27T21:50:00.000Z,52.7,13,24.5,4.10E-07,-6.4,0,(2004 XB45)
(2004 XG29)2066-09-24T06:49:00.000Z,2066-09-24T06:49:00.000Z,58.51,9.9,37.5,2.50E-07,-7.4,0,(2004 XG29)
(2004 XG29)2009-12-26T06:33:00.000Z,2009-12-26T06:33:00.000Z,40.02,8.5,37.5,2.50E-07,-7.4,0,(2004 XG29)
(2004 XG29)2004-12-12T05:39:00.000Z,2004-12-12T05:39:00.000Z,5.87,5.6,37.5,2.50E-07,-7.4,0,(2004 XG29)
(2004 XG29)2000-01-02T06:26:00.000Z,2000-01-02T06:26:00.000Z,72.85,11.1,37.5,2.50E-07,-7.4,0,(2004 XG29)
(2004 XO63)2004-12-16T15:10:00.000Z,2004-12-16T15:10:00.000Z,5.61,7.7,24.5,7.30E-08,-7.8,0,(2004 XO63)
(2005 AU3)2005-01-03T04:25:00.000Z,2005-01-03T04:25:00.000Z,7.01,13.9,26,0.000015,-6.1,0,(2005 AU3)
(2005 BS1)2005-01-13T09:10:00.000Z,2005-01-13T09:10:00.000Z,0.68,12.5,13.7,2.80E-07,-6.9,0,(2005 BS1)
(2005 SO1)2005-09-19T06:00:00.000Z,2005-09-19T06:00:00.000Z,4.82,12.1,35.5,0.0000039,-6.4,0,(2005 SO1)
(2005 TA)2018-12-27T21:43:00.000Z,2018-12-27T21:43:00.000Z,52.68,8.6,15.85,0.00002,-6.7,0,(2005 TA)
(2005 TA)2005-10-03T15:31:00.000Z,2005-10-03T15:31:00.000Z,1.98,5,15.85,0.00002,-6.7,0,(2005 TA)
(2005 TA)2002-12-18T23:09:00.000Z,2002-12-18T23:09:00.000Z,31.8,6.8,15.85,0.00002,-6.7,0,(2005 TA)
(2005 TA)1968-09-25T01:27:00.000Z,1968-09-25T01:27:00.000Z,14.96,6,15.85,0.00002,-6.7,0,(2005 TA)
(2005 TH50)2054-12-03T22:21:00.000Z,2054-12-03T22:21:00.000Z,48.19,8.8,10.85,0.000055,-6.3,0,(2005 TH50)
(2005 TH50)2018-09-28T06:35:00.000Z,2018-09-28T06:35:00.000Z,61.43,10,10.85,0.000055,-6.3,0,(2005 TH50)
(2005 TH50)2005-10-07T22:05:00.000Z,2005-10-07T22:05:00.000Z,4.93,4.5,10.85,0.000055,-6.3,0,(2005 TH50)
(2005 TH50)1985-11-28T04:04:00.000Z,1985-11-28T04:04:00.000Z,4.05,4.7,10.85,0.000055,-6.3,0,(2005 TH50)
(2005 TK50)2005-10-10T02:03:00.000Z,2005-10-10T02:03:00.000Z,0.35,18,6.5,1.50E-07,-8.7,0,(2005 TK50)
(2005 UA1)2005-10-20T21:04:00.000Z,2005-10-20T21:04:00.000Z,2.83,14.9,24.5,9.10E-08,-7.2,0,(2005 UA1)
(2005 UC3)2005-10-14T21:12:00.000Z,2005-10-14T21:12:00.000Z,13.07,9,16.5,3.80E-07,-7.9,0,(2005 UC3)
(2005 VN5)2039-11-12T14:07:00.000Z,2039-11-12T14:07:00.000Z,6.06,7.1,17.5,0.00005,-5.9,0,(2005 VN5)
(2005 VN5)2028-11-06T16:05:00.000Z,2028-11-06T16:05:00.000Z,75.75,12.5,17.5,0.00005,-5.9,0,(2005 VN5)
(2005 VN5)2026-07-12T20:09:00.000Z,2026-07-12T20:09:00.000Z,76.33,12.3,17.5,0.00005,-5.9,0,(2005 VN5)
(2005 VN5)2016-10-25T03:54:00.000Z,2016-10-25T03:54:00.000Z,40.73,4.7,17.5,0.00005,-5.9,0,(2005 VN5)
(2005 VN5)2015-07-07T14:54:00.000Z,2015-07-07T14:54:00.000Z,12.74,6.9,17.5,0.00005,-5.9,0,(2005 VN5)
(2005 VN5)2005-11-12T02:37:00.000Z,2005-11-12T02:37:00.000Z,1.35,6.6,17.5,0.00005,-5.9,0,(2005 VN5)
(2005 VN5)2004-07-14T16:09:00.000Z,2004-07-14T16:09:00.000Z,28.68,8.5,17.5,0.00005,-5.9,0,(2005 VN5)
(2005 VN5)1996-10-20T06:42:00.000Z,1996-10-20T06:42:00.000Z,41.67,4.8,17.5,0.00005,-5.9,0,(2005 VN5)
(2005 VN5)1987-09-15T19:07:00.000Z,1987-09-15T19:07:00.000Z,57.43,5.3,17.5,0.00005,-5.9,0,(2005 VN5)
(2005 VN5)1978-08-07T19:07:00.000Z,1978-08-07T19:07:00.000Z,44.47,4.7,17.5,0.00005,-5.9,0,(2005 VN5)
(2005 VN5)1970-11-11T17:02:00.000Z,1970-11-11T17:02:00.000Z,24.42,8.4,17.5,0.00005,-5.9,0,(2005 VN5)
(2005 VN5)1969-07-14T08:49:00.000Z,1969-07-14T08:49:00.000Z,14.66,7,17.5,0.00005,-5.9,0,(2005 VN5)
(2005 VN5)1961-10-28T23:18:00.000Z,1961-10-28T23:18:00.000Z,34.37,4.7,17.5,0.00005,-5.9,0,(2005 VN5)
(2005 VN5)1960-07-17T06:12:00.000Z,1960-07-17T06:12:00.000Z,66.11,11.6,17.5,0.00005,-5.9,0,(2005 VN5)
