objectId,date,distance,velocity,diameter,impactProbability,hazardScale,impactDamage,name
410777 (2009 FD)2098-10-22T18:08:00.000Z,2098-10-22T18:08:00.000Z,43.3,12.6,165,0.0016,-1.8,2,410777 (2009 FD)
410777 (2009 FD)2097-03-25T04:20:00.000Z,2097-03-25T04:20:00.000Z,27.28,18,165,0.0016,-1.8,2,410777 (2009 FD)
410777 (2009 FD)2064-10-26T08:41:00.000Z,2064-10-26T08:41:00.000Z,10.36,15.5,165,0.0016,-1.8,2,410777 (2009 FD)
410777 (2009 FD)2063-03-29T04:01:00.000Z,2063-03-29T04:01:00.000Z,5.04,15.5,165,0.0016,-1.8,2,410777 (2009 FD)
410777 (2009 FD)2059-10-18T18:14:00.000Z,2059-10-18T18:14:00.000Z,73.83,10.3,165,0.0016,-1.8,2,410777 (2009 FD)
410777 (2009 FD)2058-03-22T13:13:00.000Z,2058-03-22T13:13:00.000Z,51.8,19.9,165,0.0016,-1.8,2,410777 (2009 FD)
410777 (2009 FD)2020-11-03T16:24:00.000Z,2020-11-03T16:24:00.000Z,67.41,21.1,165,0.0016,-1.8,2,410777 (2009 FD)
410777 (2009 FD)2015-10-29T09:15:00.000Z,2015-10-29T09:15:00.000Z,16.3,16.9,165,0.0016,-1.8,2,410777 (2009 FD)
410777 (2009 FD)2014-04-01T07:10:00.000Z,2014-04-01T07:10:00.000Z,39.28,12.9,165,0.0016,-1.8,2,410777 (2009 FD)
410777 (2009 FD)2010-10-24T12:57:00.000Z,2010-10-24T12:57:00.000Z,27.34,13.9,165,0.0016,-1.8,2,410777 (2009 FD)
410777 (2009 FD)2009-03-27T14:36:00.000Z,2009-03-27T14:36:00.000Z,1.62,16,165,0.0016,-1.8,2,410777 (2009 FD)
410777 (2009 FD)1991-11-02T23:20:00.000Z,1991-11-02T23:20:00.000Z,63.57,20.8,165,0.0016,-1.8,2,410777 (2009 FD)
410777 (2009 FD)1990-04-03T16:48:00.000Z,1990-04-03T16:48:00.000Z,58.39,11.4,165,0.0016,-1.8,2,410777 (2009 FD)
410777 (2009 FD)1967-10-27T10:30:00.000Z,1967-10-27T10:30:00.000Z,10.77,16.4,165,0.0016,-1.8,2,410777 (2009 FD)
410777 (2009 FD)1966-03-28T09:21:00.000Z,1966-03-28T09:21:00.000Z,7.91,15.3,165,0.0016,-1.8,2,410777 (2009 FD)
410777 (2009 FD)1938-10-24T18:01:00.000Z,1938-10-24T18:01:00.000Z,16.35,14.8,165,0.0016,-1.8,2,410777 (2009 FD)
410777 (2009 FD)1937-03-26T03:59:00.000Z,1937-03-26T03:59:00.000Z,9.68,16.6,165,0.0016,-1.8,2,410777 (2009 FD)
410777 (2009 FD)1914-10-19T17:17:00.000Z,1914-10-19T17:17:00.000Z,53.58,11.8,165,0.0016,-1.8,2,410777 (2009 FD)
410777 (2009 FD)1913-03-20T16:14:00.000Z,1913-03-20T16:14:00.000Z,57.14,20.3,165,0.0016,-1.8,2,410777 (2009 FD)
